"시군구코드","인허가번호","업소번호","사업종류","상호","전화번호","허가일자","주소"
"3200000","1976320000004100002","00001","판매사업","대안가스","02 8777511","20020220","서울특별시 관악구 신림동   112-1"
"3220000","2002322008304100003","00001","충전사업","대치가스(주)","0234122828","20020206","서울특별시 강남구 자곡동  373번지 1호  "
"3160000","1988316007104100050","00001","판매사업","현대가스상사","02 6891231","20020128","서울특별시 구로구 오류동  231번지 1호  "
"3220000","2002322008304100004","00001","충전사업","개인택시조합 복지제2충전소","","20020125","서울특별시 송파구 신천동  11번지 7호  "
"3220000","2006322008304100002","00001","충전사업","(주)수서에너지","02  445 1083","20020125","서울특별시 강남구 세곡동  34번지 3호  , 34-7"
"3220000","2006322008304100003","00001","충전사업","복지강남충전소","02  445 3300","20020125","서울특별시 강남구 자곡동  373번지 1호  "
"3220000","2002322008304100001","00001","충전사업","수서LPG충전소","","20020125","서울특별시 강남구 자곡동  204번지 1호  "
"3050000","2001305008204108110","00001","판매사업","한미가스","","20020118","서울특별시 동대문구 용두동  254번지 8호  "
"3100000","1995310000004100001","00001","판매사업","노원연합가스","","20011221","서울특별시 노원구 상계동  43번지 27호  "
"3050000","2001305008204108122","00001","판매사업","서울가스","","20011218","서울특별시 동대문구 용두동  103번지 0010호  "
"3110000","2001311008804100002","00001","충전사업","정삼선","02 3846810","20011213","서울특별시 은평구 진관동  산 56번지 1호  "
"3110000","2001311008804100001","00001","충전사업","오융환","02 3845272","20011213","서울특별시 은평구 진관동  385번지 1호  "
"3160000","1999316007104100053","00001","판매사업","SK가스상사","","20011204","서울특별시 구로구 개봉동  139번지 94호  "
"3020000","2001302007404100002","00001","판매사업","평화가스","","20011112","서울특별시 용산구 용문동  40번지 2호  "
"3060000","2001306007504100861","00001","판매사업","봉화가스","02 9733918","20011112","서울특별시 중랑구 묵동  234번지 14호  "
"3200000","1982320008004101843","00001","충전사업","현대정유(주)","02 8823434","20011029","서울특별시 관악구 신림동  112번지 46호  "
"3050000","2001305008204107615","00001","판매사업","동대문에너지","02  22449900","20011016","서울특별시 동대문구 전농동  20번지 434호  "
"3000000","1976300007604100002","00001","판매사업","태아가스연료상사","027638 111","20011015","서울특별시 종로구 원남동  95번지  "
"3000000","1976300007604100001","00001","판매사업","삼화가스","02 7376363","20011009","서울특별시 종로구 누하동  3번지  "
"3160000","1981316007104100035","00001","판매사업","한신가스","0226131474","20011004","서울특별시 구로구 오류동  81번지 41호  "
"3220000","2001322008304100002","00001","판매사업","삼성가스","","20010928","서울특별시 강남구 개포동  187번지  "
"3050000","2001305008204108121","00001","판매사업","한솔가스","","20010829","서울특별시 동대문구 전농동  581번지 53호  "
"3050000","2001305008204108120","00001","판매사업","한솔가스","","20010824","서울특별시 동대문구 전농동  581번지 53호  "
"3140000","2001314007004100005","00001","충전사업","수도에너지(주) 신정동 충전소","","20010809","서울특별시 양천구 신정동  813번지 17호  "
"3070000","2001307000004100001","00001","가스용품제조사업","장위데이타시스템(주)","02 9111002","20010809","서울특별시 성북구 장위동  44번지  "
"3050000","2001305008204100822","00001","판매사업","오성가스","02 9601122","20010731","서울특별시 동대문구 이문동  217번지 12호  "
"3130000","2001313008004100013","00001","판매사업","대양가스","","20010702","서울특별시 마포구 공덕동  255번지 23호  "
"3200000","1983320008004100052","00001","판매사업","한양가스","02 8622424","20010627","서울특별시 관악구 신림동  546번지 3호  "
"3160000","1981316007104100038","00001","판매사업","한일가스상사","","20010627","서울특별시 구로구 오류동  147번지 2호  "
"3130000","2001313008004100020","00001","판매사업","화랑가스","","20010602","서울특별시 마포구 토정동  3번지 1호  "
"3180000","2001318007604100078","00001","판매사업","엘지가스상사","02 8311657","20010515","서울특별시 영등포구 도림동  80번지 35호  "
"3180000","2001318007604100074","00001","판매사업","평화가스상사","02 8452288","20010514","서울특별시 영등포구 대림동  1032번지 25호  "
"3080000","2001308007504100006","00001","판매사업","우이가스","02 9922400","20010510","서울특별시 강북구 수유동  270번지 199호  "
"3150000","2001315007404120027","00001","판매사업","중앙가스","","20010412","서울특별시 강서구 화곡동  900번지 37호  "
"3140000","0000314000004100021","00001","판매사업","유공가스","02  26445414","20010310","서울특별시 양천구 신정동  162번지 1호  "
"3240000","2001324007304100079","00001","판매사업","동남가스","","20010223","서울특별시 강동구 성내동  288번지 4호  "
"3020000","2001302007404111111","00001","판매사업","하나에너지","","20010214","서울특별시 용산구 청파동2가  104번지 2호  "
"3240000","2001324007304100033","00005","판매사업","동양가스","","20010206","서울특별시 강동구 천호동  450번지 23호  "
"3150000","0017315000004100003","00001","가스용품제조사업","가스텍코리아(주)","","20010119",""
"3150000","2001315007404170003","00001","판매사업","가스텍코리아(주)","","20010119","서울특별시 강서구 화곡동  1013번지 14호  "
"3100000","1992310009604100001","00001","충전사업","신성에너지(주) 공릉","02  972 2254","20010103","서울특별시 노원구 공릉동  529번지 13호  "
"3040000","2000304007304100002","00001","충전사업","중곡충전소","02   4674708","20001227","서울특별시 광진구 중곡동  611번지 7호  "
"3220000","2000322008304120001","00001","충전사업","대치가스(주)","","20000919","서울특별시 강남구 대치동  27번지 15호  "
"3220000","2006322008304100001","00001","충전사업","대치에너지(주)","02  34122828","20000919","서울특별시 강남구 대치동  27번지 15호  "
"3020000","2000302007404100005","00001","판매사업","태양가스","","20000721","서울특별시 용산구 한남동  109번지 2호  "
"3240000","2002324007304100076","00001","판매사업","가스만서비스","02 4886805","20000619","서울특별시 강동구 둔촌동  67번지  "
"3210000","2000321007604100001","00001","충전사업","서초충전소","025823636","20000616","서울특별시 서초구 방배동  623번지 5호  "
"3030000","2000303000004100009","00001","가스용품제조사업","(주) 유한정공","000204658555","20000516","서울특별시 성동구 성수동2가  272번지 6호  "
"3140000","2000314007004100020","00001","판매사업","효성가스","","20000223","서울특별시 양천구 신월동  438번지 3호  "
"3030000","2000303007404100011","00001","저장소설치","현대종합기계","000211111111","20000101","서울특별시 성동구 성수동2가  284-3번지  "
"3240000","2001324007304100078","00001","판매사업","서울가스","","19991230","서울특별시 강동구 성내동  542번지 1호  "
"3170000","1999317006704100003","00001","가스용품제조사업","(주)한국 지이","02 8625055","19991229","서울특별시 금천구 가산동  327번지 24호  대륭테크노타운1차 401-1호, 103호"
"3160000","1999316007104100054","00001","판매사업","유공가스","02 8673379","19991127","서울특별시 구로구 구로동  125번지 98호  "
"3000000","1999700000004100001","00001","충전사업","좋은가스1","222222222222","19991028",""
"3130000","1999700000004100002","00001","충전사업","좋은가스2","222222222222","19991028",""
"3130000","1999700000004100003","00001","충전사업","좋은가스3","222222222222","19991028",""
"3130000","1999700000004100001","00001","충전사업","좋은가스1","222222222222","19991028",""
"3000000","1999700000004100002","00001","충전사업","좋은가스2","222222222222","19991028",""
"3000000","1999700000004100003","00001","충전사업","좋은가스3","222222222222","19991028",""
"3040000","2000304007304100008","00001","판매사업","삼성가스상사","02 4564966","19991025","서울특별시 광진구 자양동  489번지 13호  "
"3160000","1999316011704100001","00001","가스용품제조사업","(주)코리아컨버션","","19990413","서울특별시 구로구 온수동  100번지 22호  "
"3150000","2001315007404170002","00001","판매사업","세종에이엠씨9주)","","19990408","서울특별시 강서구 화곡동  1013번지 14호  "
"3210000","1972321000004100002","00001","충전사업","(주)영동가스","025342350","19990310","서울특별시 서초구 잠원동  55번지 5호  "
"3030000","1998303000004100026","00001","가스용품제조사업","백산금속","024638818","19981028","서울특별시 성동구 성수동1가  656번지 334호  "
"3100000","1998310009604100001","00001","판매사업","린나이가스","","19980728","서울특별시 노원구 상계동  140번지 105호  "
"3110000","1997311011104100036","00001","판매사업","신성가스","02 3886601","19971113","서울특별시 은평구 진관동  557-9번지  "
"3150000","2001315007404100006","00001","충전사업","양천상사","","19970529","서울특별시 강서구 마곡동  22번지 4호  "
"3150000","1405315000004100001","00001","집단공급사업","(주)한국가스산업","026787698","19970422","서울특별시 강서구 화곡동  220번지 28호  홍진아파트"
"3150000","2001315007404170001","00001","판매사업","(주)삼원가스","","19970120","서울특별시 강서구 화곡동  1013번지 14호  "
"3150000","1997315000004100001","00001","가스용품제조사업","(주)삼원가스 앤 플랜트","02  26615566","19970120","서울특별시 강서구 내발산동  687번지  "
"3020000","1996302007404100001","00001","판매사업","우진특수기기","02 7139820","19961202","서울특별시 용산구 청파동1가  106-1번지  "
"3170000","1996317000004100002","00001","가스용품제조사업","태유산업사","02  804 2023","19961029","서울특별시 금천구 독산동  999번지 13호  "
"3030000","1996303007404104002","00001","충전사업","서울숲충전소","","19960120","서울특별시 성동구 성수동1가  656번지 1119호  "
"3110000","1995311008804100037","00001","판매사업","믿음가스","","19951218","서울특별시 은평구 갈현동  325번지 8호  "
"3080000","2001308007504100010","00001","판매사업","제삼가스","","19950929","서울특별시 강북구 미아동  122번지 30호  "
"3240000","2001324007304100075","00001","판매사업","양지가스상사","","19950415","서울특별시 강동구 성내동  509번지 4   호  "
"3210000","1982321007604100003","00001","판매사업","서초종합에너지","000234634040","19940527","서울특별시 서초구 방배동  882번지 25호  "
"3190000","1994319007204100010","00001","판매사업","대중가스","02 8235555","19940104","서울특별시 동작구 대방동  391번지 241호  "
"3030000","1993303007404104314","00001","판매사업","평화가스","","19930415","서울특별시 성동구 행당동  86번지 1호  "
"3020000","2000302007404100008","00001","판매사업","소망가스상사","","19930210","서울특별시 용산구 신계동  1번지 171호  "
"3120000","2001312007504100013","00001","판매사업","중앙가스","","19921104","서울특별시 서대문구 대신동  126번지 25호  "
"3200000","1992320008004110001","00001","판매사업","유진물산(주)","","19920721","서울특별시 관악구 신림동  475번지 41호  "
"3010000","1992301007104100033","00001","판매사업","안전가스상사","02 7755800","19920715","서울특별시 중구 회현동1가  114번지  "
"3100000","1992310010904100001","00001","판매사업","한국산소","02 9374234","19920327","서울특별시 노원구 상계동  389번지 665호  "
"3130000","2001313008004100019","00001","판매사업","24시가스","","19910307","서울특별시 마포구 노고산동  109번지 23호  "
"3210000","1991321007604100004","00001","판매사업","연합가스","025831388","19910306","서울특별시 서초구 서초동  1610번지 8호  "
"3130000","2001313008004100011","00001","판매사업","용산합동가스","","19910208","서울특별시 마포구 공덕동  29번지 15호  "
"3180000","2001318007604100039","00001","판매사업","영동가스상사","02  833 5544","19901226","서울특별시 영등포구 신길동  1810번지  "
"3210000","1973321007604100001","00001","충전사업","수도석유(주)","025824141","19900626","서울특별시 서초구 방배동  443번지 2호  , 24, 27호"
"3170000","2001317006704100019","00001","판매사업","남부가스상사","02 8952000","19891213","서울특별시 금천구 독산동  376번지 1호  "
"3170000","2001317006704100018","00001","판매사업","금천에너지","02  869 2000","19890624","서울특별시 금천구 가산동  4번지 6호  "
"3190000","1989319007204100009","00001","판매사업","세화가스","02 8177406","19890529","서울특별시 동작구 상도동  108번지 4호  "
"3160000","1989316007104100051","00001","판매사업","한샘가스","0226348682","19890411","서울특별시 구로구 신도림동  271번지 20호  "
"3140000","1989314007004101325","00001","판매사업","태아동진가스","","19890204","서울특별시 양천구 신월동  150번지 6호  "
"3030000","1988303007404104101","00001","집단공급사업","한국자동차매매센타","","19881124","서울특별시 동대문구 답십리동  542번지 1호  "
"3220000","2001322000004100071","00001","판매사업","한일가스","","19881122","서울특별시 강남구 개포동  201번지 8호  "
"3160000","1988316009304101550","00001","판매사업","엘지가스","26891231","19881024",""
"3220000","2001322000004100062","00001","판매사업","현대가스","","19880711","서울특별시 강남구 자곡동  446번지 2   호  "
"3080000","1988308007504100013","00001","판매사업","통일가스","","19880706","서울특별시 강북구 수유동  492번지 2호  "
"3240000","2001324007304100072","00001","판매사업","대성가스","","19880516","서울특별시 강동구 상일동  292번지 3   호  "
"3160000","1988316007104100049","00001","판매사업","(주)동일에너지","","19880516","서울특별시 구로구 고척동  250번지 159호  "
"3200000","1988320008004100059","00001","판매사업","관악종합가스","02 8716664","19880407","서울특별시 관악구 봉천동  635번지 382호  "
"3180000","2001318007604100019","00001","판매사업","영등포가스","0226796666","19880312","서울특별시 영등포구 양평동2가  36번지 26호  "
"3150000","1988315007404101415","00001","충전사업","대영가스","","19880307","서울특별시 강서구 마곡동  25번지 2  호  "
"3150000","2001315007404100005","00001","충전사업","대양가스","","19880307","서울특별시 강서구 마곡동  25번지 2호  "
"3160000","1988316007104100048","00001","판매사업","안전가스","02 6887121","19880216","서울특별시 구로구 항동  1번지  "
"3220000","2001322000004100023","00001","판매사업","강남종합가스","02  34113021","19880110","서울특별시 강남구 일원동  636번지 16호  "
"3180000","2001318007604100081","00001","판매사업","안전가스상사","","19870702","서울특별시 영등포구 신길동  70번지 25호  "
"3160000","1987316007104100046","00001","판매사업","동진가스","02 6886611","19870608","서울특별시 구로구 천왕동  101번지  "
"3170000","2001317006704100017","00001","판매사업","안전효성동원가스","02  867 3211","19870504","서울특별시 금천구 가산동  141번지 4호  "
"3180000","2002318007604100101","00001","충전사업","(주) 거봉한진","","19870410","서울특별시 영등포구 양평동2가  35번지 7호  "
"3140000","1987314007004100004","00001","충전사업","(주)남양가스","","19870221","서울특별시 양천구 신월동  998번지 4호  "
"3150000","2001315007404120030","00001","판매사업","팔팔가스","","19861227","서울특별시 강서구 화곡동  504번지 145호  "
"3240000","2001324007304100070","00002","판매사업","중앙가스","","19861208","서울특별시 강동구 강일동  402번지  "
"3230000","1986323007804100001","00001","충전사업","오금가스충전소","02 4025151","19861127","서울특별시 송파구 오금동  31번지 4호  "
"3100000","1986310009604100016","00001","충전사업","태능가스(주)","","19861127","서울특별시 노원구 공릉동  690번지 11호  "
"3050000","1986305008204108610","00001","판매사업","그린가스","02  22368163","19861125","서울특별시 동대문구 용두동  254번지 8호  "
"3230000","1986323007804100028","00001","판매사업","시민가스","","19861108","서울특별시 송파구 오금동  52번지 15호  "
"3230000","1986323007804100026","00001","판매사업","송파에너지","02 4068787","19861011","서울특별시 송파구 마천동  41번지 9호  "
"3140000","1986314007004100024","00001","판매사업","SK에너지","02 6988300","19860528","서울특별시 양천구 신월동  207번지 60호  "
"3090000","1984309000004100061","00001","판매사업","도봉가스","02   9911700","19840614","서울특별시 도봉구 도봉동  558번지 37호  "
"3090000","1984700000004100006","00001","판매사업","도봉가스","","19840614","서울특별시 도봉구 도봉동  558번지 37호  "
"3240000","1984324000004100049","00001","판매사업","현대가스","024411515","19840419","서울특별시 강동구 명일동  312번지 1호  "
"3050000","2001305008204100003","00001","충전사업","수도에너지(주) 동서울충전소","","19831106","서울특별시 동대문구 휘경동  267번지 10호  "
"3140000","1983314007004101321","00001","판매사업","원일가스","","19830829","서울특별시 양천구 신월동  610번지 10호  "
"3030000","1983303007404104313","00001","판매사업","지구안전가스","","19830715","서울특별시 성동구 금호동3가  1351번지 149호  "
"3160000","1983316007104100043","00001","판매사업","동네가스상사","","19830706","서울특별시 구로구 오류동  172번지 67호  "
"3130000","2001313008004100017","00001","판매사업","태성중앙가스","","19830701","서울특별시 마포구 구수동  57번지 9호  "
"3140000","1983314007004100007","00001","판매사업","국제종합가스","000226909033","19830620","서울특별시 양천구 신월동  133번지 7호  "
"3050000","2001305008204100005","00001","충전사업","장안동가스충전소","0222145151","19830531","서울특별시 동대문구 장안동  413번지 6호  "
"3160000","1983316007104100032","00001","가스용품제조사업","명화가스","0226120220","19830519","서울특별시 구로구 개봉동  368번지 19호  "
"3220000","1983322008304100001","00001","충전사업","(주)진양가스","0234636811","19830416","서울특별시 강남구 도곡동  552번지 5호  "
"3220000","2001322000004100053","00002","판매사업","쌍용가스","","19830413","서울특별시 강남구 역삼동  706번지 18  호  "
"3220000","2001322000004100053","00001","판매사업","쌍용가스","","19830413","서울특별시 강남구 역삼동  706번지 18  호  "
"3130000","2001313008004100016","00001","판매사업","상암가스","","19830317","서울특별시 마포구 상암동  16번지 3호  "
"3200000","1983320008004100054","00001","판매사업","한국가스","02 8829700","19830316","서울특별시 관악구 신림동  892번지 30호  "
"3230000","1983323007804100017","00001","판매사업","신대성가스","","19830217","서울특별시 송파구 잠실동  240번지 15호  "
"3240000","1983324010604100055","00001","충전사업","경기에너지","","19830118","서울특별시 강동구 성내동  19번지 1호  LPG 충전소"
"3210000","1983321007604100001","00001","판매사업","(주)반포에너지","02 5477428","19830115","서울특별시 서초구 반포동  742번지 14호  "
"3070000","1983307000004100001","00001","충전사업","(주)장위가스","000209163234","19830106","서울특별시 성북구 장위동  44번지 3호  "
"3150000","2001315007404120023","00001","판매사업","상원가스","","19830104","서울특별시 강서구 방화동  553번지 22  호  "
"3020000","2000302007404100007","00001","판매사업","원효가스","02 7120481","19821231","서울특별시 용산구 산천동  93번지 1호  "
"3170000","2001317006704100014","00001","판매사업","현대한국가스","02 8532205","19821223","서울특별시 금천구 독산동  336-1번지  "
"3030000","1982303007404104312","00001","판매사업","안전가스","","19821123","서울특별시 성동구 금호동1가  618번지 3호  "
"3230000","1982323007804100054","00001","충전사업","복지잠실충전소","","19821122","서울특별시 송파구 잠실동  336번지 9호  "
"3200000","1982320008004100043","00001","충전사업","케이와이에너지(주)","","19821106","서울특별시 관악구 신림동  112번지 46호  "
"3190000","1982319007204100007","00001","판매사업","우리강남가스","02 8223334","19821102","서울특별시 동작구 상도동  204번지 15호  "
"3190000","2001319007204100029","00001","판매사업","우리가스","","19821102","서울특별시 동작구 상도동  204-15번지  "
"3140000","1982314007004101319","00001","판매사업","동방가스","0226477494","19821026","서울특별시 양천구 목동  128번지 42호  "
"3240000","2001324007304100033","00004","판매사업","동양가스","","19820908","서울특별시 강동구 천호동  450번지 23호  "
"3240000","0111324000004101119","00001","판매사업","현대동남동방가스","","19820908","서울특별시 강동구 천호동  450번지 23호  "
"3170000","2001317006704100012","00001","판매사업","현대가스","02 8043211","19820830","서울특별시 금천구 독산동  331번지 56호  "
"3060000","2001306007504100827","00001","판매사업","영진가스","02 4927800","19820830","서울특별시 중랑구 신내동  412번지 5호  "
"3140000","1982314007004100012","00001","판매사업","서울화남가스","","19820828","서울특별시 양천구 신정동  980번지 10호  "
"3200000","1982320008004100004","00001","판매사업","대우가스","02 8657900","19820813","서울특별시 관악구 신림동  491번지 32호  "
"3150000","2001315007404200018","00001","판매사업","동서가스","","19820802","서울특별시 강서구 화곡동  1013번지 14  호  "
"3190000","1982319007204100006","00001","판매사업","동아가스","02 8159100","19820730","서울특별시 동작구 노량진동  215번지 119호  "
"3160000","1982316009304100001","00001","판매사업","(주)신광조리기기","0211111111","19820526","서울특별시 구로구 온수동  100번지 90호  "
"3160000","1982316007104100040","00001","판매사업","신신가스","","19820522","서울특별시 구로구 구로동  529번지 3호  "
"3060000","1982306007504108208","00001","충전사업","망우충전소","02 4325400","19820428","서울특별시 중랑구 망우동  340번지 16호  "
"3150000","1982315007404200003","00001","충전사업","경서에너지 공항로충전소","","19820326","서울특별시 강서구 등촌동  534번지 12호  "
"3150000","2001315007404100003","00001","충전사업","승일충전소 정안유통(","","19820326",""
"3230000","1982323007804100053","00001","충전사업","홍익에너지(주)","","19820326","서울특별시 송파구 석촌동  183번지 1호  "
"3150000","2001315007404100004","00001","충전사업","대흥상공(주)","","19820326","서울특별시 강서구 화곡동  898번지 3호  "
"3030000","1982303007404104309","00001","판매사업","만나가스상사","0222934121","19820320","서울특별시 성동구 행당동  128번지 16호  "
"3180000","1982318076 04100003","00001","충전사업","(주)세지","","19820305","서울특별시 영등포구 문래동6가  1-3번지  "
"3100000","1982310009604100042","00001","판매사업","노원가스","02 9300046","19820305","서울특별시 노원구 중계동  61번지 4호  "
"3050000","2001305008204100002","00001","충전사업","복지장안충전소","02  22135711","19820305","서울특별시 동대문구 답십리동  1번지 478호  "
"3060000","1982306007504100009","00001","충전사업","황금충전소","","19820305","서울특별시 중랑구 중화동  208번지 11호  "
"3220000","2006322008304100004","00001","충전사업","(주)상현상사","02  547 6814","19820305","서울특별시 강남구 논현동  207번지  "
"3170000","1982317006704100001","00001","충전사업","중앙에너비스(주)삼중가스지점","02  804 0280","19820304","서울특별시 금천구 독산동  1059번지  "
"3030000","1982303007404104308","00001","판매사업","LG가스","","19820223","서울특별시 성동구 용답동  158번지 3호  "
"3130000","2001313008004100014","00001","판매사업","태성가스","","19820208","서울특별시 마포구 상수동  27번지  "
"3160000","1982316007104100039","00001","판매사업","신성가스","0226127703","19820204","서울특별시 구로구 개봉동  139번지 118호  "
"3090000","2006309000004100002","00001","충전사업","한영가스충전소","02   9941181","19811118","서울특별시 도봉구 쌍문동  715번지 1호  "
"3090000","1981309008704100001","00001","충전사업","복지강북충전소","02  902 1231","19811118","서울특별시 도봉구 창동  643번지 2호  "
"3220000","2006322008304100007","00001","충전사업","(주)진양가스","02  34636811","19811118","서울특별시 강남구 도곡동  552번지 5호  "
"3090000","1981309000004100038","00001","판매사업","현대가스","070 86450715","19811019","서울특별시 도봉구 창동  596번지 21호  "
"3130000","1981313000004100001","00001","판매사업","삼화가스","000207174455","19810923","서울특별시 마포구 대흥동  322번지 2호  "
"3020000","2000302007404100006","00001","판매사업","동방가스","","19810814","서울특별시 용산구 이태원동  36번지 16호  "
"3070000","2001307009904100022","00001","판매사업","형선가스","","19810803",""
"3130000","2001313008004100012","00001","판매사업","서울가스","","19810724","서울특별시 마포구 합정동  359번지 35호  "
"3160000","1981316007104100037","00001","판매사업","삼표가스","","19810707","서울특별시 구로구 고척동  193번지 7호  "
"3200000","1981320008004100040","00001","판매사업","태양가스","02 8632300","19810622","서울특별시 관악구 신림동  1634번지 13호  "
"3180000","2001318007604100072","00001","판매사업","동진가스상사","8477336","19810602","서울특별시 영등포구 신길동  404번지 42호  "
"3200000","1981320008004100048","00001","판매사업","중앙가스","","19810523","서울특별시 관악구 봉천동  1538번지 8호  "
"3170000","2001317006704100011","00001","판매사업","우진가스","02  803 4568","19810515","서울특별시 금천구 시흥동  253번지 18호  "
"3190000","1981319007204100005","00001","판매사업","사당가스","02 5831743","19810508","서울특별시 동작구 사당동  1001번지 37호  "
"3200000","1981320008004100046","00001","판매사업","고려가스","02 8540025","19810502","서울특별시 관악구 신림동  660번지 9호  "
"3140000","1981314007004100010","00001","판매사업","우영가스","","19810430","서울특별시 양천구 신월동  427번지 7호  "
"3130000","2001313008004100002","00001","판매사업","영풍가스","","19810427","서울특별시 마포구 망원동  439번지 15호  "
"3160000","1981316007104100036","00001","판매사업","국제가스","","19810423","서울특별시 구로구 고척동  98번지 99호  "
"3070000","1981307009904100018","00001","판매사업","양심유공가스","3153000","19810420","서울특별시 성북구 장위동  237번지 292호  "
"3170000","2001317006704100010","00001","판매사업","한양쌍용가스","02 8036907","19810419","서울특별시 금천구 시흥동  936번지 14호  "
"3140000","1981314007004100009","00001","판매사업","현대가스","","19810410","서울특별시 양천구 신정동  1047번지 15호  "
"3170000","2001317006704100009","00001","판매사업","효성가스","02 8620101","19810407","서울특별시 금천구 독산동  179번지 10호  "
"3180000","2001318007604100070","00001","판매사업","세기가스상사","","19810331","서울특별시 영등포구 신길동  4575번지  "
"3030000","1981303007404104304","00001","판매사업","성동가스","","19810324","서울특별시 성동구 성수동1가  273번지  "
"3110000","1981311009904200016","00001","판매사업","흥국가스","02 3541126","19810221","서울특별시 은평구 녹번동  155번지 30호  "
"3160000","1990316000004100015","00001","판매사업","제일가스","","19810221","서울특별시 구로구 온수동  62번지 17호  "
"3160000","1981316007104100030","00001","판매사업","구로대성가스","02 8665858","19810202","서울특별시 구로구 구로동  29번지 2호  "
"3130000","2001313008004100010","00001","판매사업","금성가스","","19810124","서울특별시 마포구 성산동  277번지 29호  "
"3130000","1981313000004100006","00001","판매사업","삼일금성가스","333 0031","19810124","서울특별시 마포구 성산동  277번지 3호  "
"3160000","1981316007104100009","00001","판매사업","24시가스","","19810119","서울특별시 구로구 가리봉동  124번지 46호  "
"3170000","2001317006704100007","00001","판매사업","남서울가스","02  804 3588","19810119","서울특별시 금천구 독산동  1060번지 22호  "
"3100000","1981310009604100021","00001","판매사업","노원에너지","","19810113","서울특별시 노원구 공릉동  380번지 17호  "
"3240000","2001324007304100019","00001","판매사업","강동동방가스","","19810109","서울특별시 강동구 천호동  145번지 47 호  "
"3240000","2001324007304100018","00001","판매사업","동방가스","","19810109","서울특별시 강동구 암사동  469번지 17호  "
"3090000","1980700000004100003","00001","판매사업","쌍문가스","","19801230","서울특별시 도봉구 쌍문동  75번지 3호  "
"3190000","1980319007204100001","00001","충전사업","동일석유(주)동주충전소","","19800828","서울특별시 동작구 대방동  334번지  "
"3040000","2000304007304100006","00001","판매사업","광진가스","024622100","19800604","서울특별시 광진구 화양동  31번지 3호  "
"3040000","2000304007304100005","00001","판매사업","SK가스","024585000","19800520","서울특별시 광진구 구의동  71번지 6호  "
"3200000","1980320008004100041","00001","판매사업","신신가스","02 8779053","19800516","서울특별시 관악구 신림동  1559번지 4호  "
"3170000","2001317006704100016","00001","판매사업","쌍용가스","02  803 7705","19800513","서울특별시 금천구 시흥동  964번지 5호  "
"3170000","2001317006704100006","00001","판매사업","흥국동양남부가스","02  854 8766","19800513","서울특별시 금천구 독산동  1022번지 10호  "
"3030000","1980303000004100001","00001","가스용품제조사업","(주)대륭","02  34073000","19800328",""
"3200000","1980320008004101842","00001","충전사업","명화가스(주)","","19800205","서울특별시 관악구 봉천동  1594번지 8호  "
"3170000","2001317006704100005","00001","판매사업","태우가스","02   8542400","19791213","서울특별시 금천구 독산동  962번지 25호  "
"3160000","1979316007104100003","00001","충전사업","개봉충전소","","19791130","서울특별시 구로구 개봉동  175번지 16호  "
"3220000","2006322008304100006","00001","충전사업","남서울가스(주)","02  34114411","19791127","서울특별시 강남구 대치동  21번지 1호  "
"3240000","1979324010604100002","00001","충전사업","암사충전소","","19791117",""
"3240000","1979324011904100002","00001","충전사업","비자인터내셔날(주) 암사충전소","","19791108","서울특별시 강동구 암사동  503번지 30호  GS칼텍스"
"3020000","2000302007404100004","00001","판매사업","삼표용산가스","","19791016","서울특별시 용산구 원효로3가  49번지 10호  "
"3160000","1979316007104100026","00001","충전사업","삼영가스","0226120036","19790622","서울특별시 구로구 개봉동  325번지 18호  "
"3160000","1979316007104100024","00001","판매사업","상일가스","","19790614","서울특별시 구로구 구로동  153번지 6호  "
"3130000","2001313008004100007","00001","판매사업","대성가스","","19790522","서울특별시 마포구 성산동  240번지 5호  "
"3200000","1979320008004100037","00001","판매사업","유공가스","02 8783636","19790508","서울특별시 관악구 신림동  1459번지 27호  "
"3180000","2001318007604100007","00001","판매사업","대성종합가스","02 6766554","19790507","서울특별시 영등포구 문래동4가  10번지 14호  "
"3190000","1979319007204100008","00001","판매사업","동남가스","","19790428","서울특별시 동작구 상도동  261번지 10호  "
"3170000","2001317006704100004","00001","판매사업","대한대성가스","02   8029977","19790428","서울특별시 금천구 시흥동  802번지 14호  "
"3170000","2001317006704100003","00001","판매사업","동양가스","02  807 4411","19790421","서울특별시 금천구 시흥동  895번지 4호  "
"3180000","1983318007604100036","00001","판매사업","삼성가스상사","26712355","19790403","서울특별시 영등포구 당산동3가  396번지 12호  "
"3120000","2001312007504100004","00001","판매사업","태아가스","02  334 2332","19790206","서울특별시 서대문구 창천동  67번지 14호  "
"3110000","1978311008804100007","00001","판매사업","제일가스","02 3544800","19781129","서울특별시 은평구 대조동  179번지 8호  "
"3010000","1978301007104100020","00001","판매사업","동아가스","0222521885","19781122","서울특별시 중구 신당동  377번지 92호  "
"3220000","2001322000004100005","00001","판매사업","sk 가스","","19780915","서울특별시 강남구 논현동  243번지 5호  "
"3160000","1978316007104100022","00001","판매사업","금강가스","02  26198484","19780908","서울특별시 구로구 개봉동  279번지 6호  "
"3170000","2001317006704100002","00001","판매사업","영진가스","02   8670018","19780908","서울특별시 금천구 독산동  297번지 2호  "
"3110000","2002311008804100012","00001","판매사업","대성가스","","19780829","서울특별시 은평구 갈현동  503번지 27호  "
"3110000","1978311008804100005","00001","판매사업","일신가스","","19780731","서울특별시 은평구 불광동  523번지  "
