시군구명,어린이집코드,어린이집명,어린이집유형,운영현황,우편번호,상세주소,전화번호,팩스번호,홈페이지주소,보육실수,보육실 면적,놀이터수,CCTV총설치수,보육교직원수,정원,현원,시설 위도(좌표값),시설 경도(좌표값),통학차량운영여부,인가일자,휴지시작일자,휴지종료일자,폐지일자,데이터기준일자,제공서비스,반수-만0세,반수-만1세,반수-만2세,반수-만3세,반수-만4세,반수-만5세,반수-영아혼합(만0~2세),반수-유아혼합(만3~5세),반수-특수장애,반수-총계,아동수-만0세,아동수-만1세,아동수-만2세,아동수-만3세,아동수-만4세,아동수-만5세,아동수-영아혼합(만0~2세),아동수-유아혼합(만3~5세),아동수-특수장애,아동수-총계,근속년수-1년미만,근속년수-1년이상~2년미만,근속년수-2년이상~4년미만,근속년수-4년이상~6년미만,근속년수-6년이상,교직원현황-원장,교직원현황-보육교사,교직원현황-특수교사,교직원현황-치료교사,교직원현황-영양사,교직원현황-간호사,교직원현황-간호조무사,교직원현황-조리원,교직원현황-사무직원,교직원현황-총계,데이터수집일,ADM_NM
마포구,11440000099,아기나라어린이집,가정,정상,3960,서울특별시 마포구 월드컵로31길 77 (망원동) 우림아파트 106호,02-324-0966,02-3413-0966,,3,75,0,4,7,19,13,37.5596421544213,126.901211108599,미운영,1995/11/07,,,,2022/10/26,야간연장,2,2,0,0,0,0,3,0,0,7,3,0,0,0,0,0,10,0,0,13,50,17,33,0,0,true,5,0,거짓,0,0,0,0,0,7,2022/10/26 22:03:45,망원2동
마포구,11440000003,샘물어린이집,국공립,정상,3954,서울특별시 마포구 방울내로 21 구립샘물어린이집,02-336-3424,02-336-3410,http://sammul.childnet.co.kr,7,555,1,16,18,90,85,37.55824689,126.8982382,미운영,1984/06/01,,,,2022/10/26,"장애아통합,야간연장",2,3,2,1,1,1,0,0,0,10,6,15,15,15,15,19,0,0,0,85,43,21,21,14,0,true,14,0,거짓,0,0,0,2,0,18,2022/10/26 22:03:45,망원2동
영등포구,11560000479,영등포든든어린이집,국공립,정상,7412,서울특별시 영등포구 대림로35가길 9,02-842-2021,02-842-2022,http://cafe.daum.net/ydpdd,5,185,1,24,13,65,56,37.4980874625372,126.897936406668,미운영,2020/05/28,,,,2022/10/26,장애아통합,2,2,2,2,0,0,0,1,1,10,6,10,13,10,0,0,0,14,3,56,40,60,0,0,0,true,10,0,거짓,0,0,0,1,0,13,2022/10/26 22:04:36,대림3동
영등포구,11560000451,다온어린이집,국공립,정상,7415,서울특별시 영등포구 도림로39길 11-13,02-831-0462,02-831-0461,,6,209,1,19,18,79,77,37.4945442062,126.8968426434,미운영,2017/12/11,,,,2022/10/26,야간연장,2,2,2,1,1,1,2,0,0,11,3,0,14,14,19,17,10,0,0,77,13,7,33,47,0,true,15,0,거짓,0,0,0,1,0,18,2022/10/26 22:04:35,대림3동
영등포구,11560000421,해솔어린이집,국공립,정상,7381,서울특별시 영등포구 가마산로45길 13-1,02-832-4539,02-832-4537,,4,107,0,8,10,30,26,37.5032819620841,126.898694420462,미운영,2016/03/01,,,,2022/10/26,야간연장,2,3,2,0,0,0,0,0,0,7,0,15,11,0,0,0,0,0,0,26,43,14,14,14,14,true,7,0,거짓,0,0,0,1,0,10,2022/10/26 22:04:36,대림3동
영등포구,11560000381,꿈사랑 어린이집,가정,폐지,7376,서울특별시 영등포구 도영로 2-5 (대림동코오롱아파트) 105-102호,02-6268-7111,02-6268-7111,,3,51,0,4,0,19,0,37.5071452768949,126.894325927576,미운영,2013/01/07,,,2018/12/01,2022/10/26,일반,3,2,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:35,대림3동
영등포구,11560000372,해누리어린이집,가정,정상,7379,서울특별시 영등포구 대림로 256 성원아파트 101동 103호,02-6105-5113,,,3,59,0,4,7,19,17,37.5033234141515,126.896520884865,미운영,2012/07/04,,,,2022/10/26,야간연장,2,1,1,0,0,0,5,0,0,9,6,0,0,0,0,0,11,0,0,17,67,0,17,0,17,true,5,0,거짓,0,0,0,0,0,7,2022/10/26 22:04:36,대림3동
영등포구,11560000367,현대 키즈맘 어린이집,가정,정상,7377,서울특별시 영등포구 도신로4길 14 현대아파트 101동 109호,02-848-1007,02-848-1007,,3,84,0,5,6,19,16,37.5023823704893,126.896069833552,미운영,2012/05/18,,,,2022/10/26,일반,2,2,6,0,0,0,10,1,0,21,5,5,6,0,0,0,0,0,0,16,60,0,20,0,20,true,4,0,거짓,0,0,0,0,0,6,2022/10/26 22:04:36,대림3동
영등포구,11560000366,해피아이 어린이집,가정,정상,7411,서울특별시 영등포구 가마산로 312 신동아아파트 3동 102호,02-833-9722,02-6225-0770,,3,84,0,4,6,19,18,37.4966794846481,126.894548961135,미운영,2012/05/15,,,,2022/10/26,일반,2,1,1,0,0,0,1,0,0,5,6,5,7,0,0,0,0,0,0,18,0,0,60,20,20,true,4,0,거짓,0,0,0,0,0,6,2022/10/26 22:04:36,대림3동
영등포구,11560000364,동화숲어린이집,가정,정상,7376,서울특별시 영등포구 도신로 31 현대3차아파트 304동 104호,02-845-1271,,,2,51,0,4,6,17,13,37.5054675325302,126.896232878124,미운영,2012/05/03,,,,2022/10/26,일반,2,1,0,0,0,0,4,0,0,7,5,0,0,0,0,0,8,0,0,13,40,20,20,0,20,true,4,0,거짓,0,0,0,0,0,6,2022/10/26 22:04:35,대림3동
영등포구,11560000244,코오롱미소천사어린이집,가정,정상,7376,"서울특별시 영등포구 도영로 2-5 102동 102호(대림동, 대림코오롱아파트)",02-843-3215,02-843-3215,,3,96,0,4,6,20,17,37.50698391,126.8947235,미운영,2007/03/29,,,,2022/10/26,일반,3,3,2,0,0,0,3,0,0,11,3,5,6,0,0,0,3,0,0,17,20,20,40,0,20,true,4,0,거짓,0,0,0,0,0,6,2022/10/26 22:04:36,대림3동
영등포구,11560000158,아해뜰어린이집,민간,폐지,7410,서울특별시 영등포구 도림로47길 27 (대림동),02-845-4005,02-2651-5200,,9,220,1,15,0,80,0,37.49758189,126.899293,운영,2006/02/16,,,2020/03/16,2022/10/26,일반,0,3,4,1,0,0,1,2,0,11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:36,대림3동
영등포구,11560000088,콩아이어린이집,가정,폐지,7377,"서울특별시 영등포구 도신로4길 10 101동 101호(대림동, 현대1차아파트)",02-843-1212,,,3,57,2,0,0,19,0,37.50295564,126.8948485,미운영,2005/06/23,,,2015/03/09,2022/10/26,일반,1,1,1,1,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:36,대림3동
영등포구,11560000012,재롱둥이아가어린이집,가정,폐지,7378,서울특별시 영등포구 도신로4길 29 (대림동),02-836-1255,02-836-1255,,4,64,0,4,0,20,0,37.50099727,126.896636,미운영,2002/09/09,,,2020/03/31,2022/10/26,일반,1,1,1,1,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:36,대림3동
영등포구,11560000046,신동화어린이집,가정,폐지,7376,"서울특별시 영등포구 도신로 31 302동 105호(대림동, 현대3차아파트)",02-843-9774,02-843-9774,,2,45,1,4,0,17,0,37.50558653,126.8956037,미운영,1999/11/02,,,2020/03/26,2022/10/26,일반,2,2,1,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:35,대림3동
영등포구,11560000057,아이존어린이집,가정,폐지,7411,"서울특별시 영등포구 당산동2가 당산로 95 105동 103호(당산동2가,현대아파트)",02-833-1446,02-833-1446,,3,58,0,4,0,20,0,37.49639004,126.8959382,미운영,1999/07/08,,,2019/03/01,2022/10/26,일반,1,2,1,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:36,대림3동
영등포구,11560000142,건강한현대어린이집,민간,정상,7376,서울특별시 영등포구 도신로 31 현대아파트 관리동,02-836-0073,02-836-0073,kkhank,7,200,2,8,22,75,74,37.5050163956692,126.895588691348,미운영,1998/07/02,,,,2022/10/26,일반,1,3,4,0,0,0,6,1,0,15,3,14,28,0,0,0,19,10,0,74,56,22,6,0,17,true,18,0,거짓,0,0,0,1,0,22,2022/10/26 22:04:35,대림3동
영등포구,11560000184,참고은어린이집,민간,정상,7410,서울특별시 영등포구 도림로47길 18-1 (대림동),02-849-3747,02-841-3747,http://cafe.daum.net/goeun77,6,110,0,16,8,47,42,37.4966771576692,126.900304620552,미운영,1998/03/04,,,,2022/10/26,일반,0,0,1,0,0,0,2,2,0,5,0,0,7,0,0,0,9,26,0,42,50,0,0,17,33,true,6,0,거짓,0,0,0,0,0,8,2022/10/26 22:04:36,대림3동
영등포구,11560000172,신풍어린이집,민간,폐지,7381,서울특별시 영등포구 가마산로41길 10 1층 (대림동),02-835-4654,02-835-4654,,2,72,1,5,0,27,0,37.50252068,126.897671,운영,1997/10/10,,,2020/04/20,2022/10/26,야간연장,0,0,1,0,0,0,7,2,0,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:35,대림3동
영등포구,11560000134,이웃어린이집,민간,폐지,7401,서울특별시 영등포구 대림로34다길 6 686-3 (2층) 이웃어린이집,02-831-3363,02-831-3363,,4,81,1,0,0,32,0,37.4991198,126.8994694,,1997/07/02,,,2013/07/01,2022/10/26,야간연장,1,1,1,0,0,0,3,1,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:36,대림3동
영등포구,11560000155,건강한어린이집,민간,폐지,7377,서울특별시 영등포구 대림로 251 (대림동),02-836-1187,02-836-1187,fstc2000@naver.com,7,198,2,8,0,51,0,37.50291462,126.8959541,미운영,1997/02/21,,,2020/08/30,2022/10/26,일반,0,1,1,0,0,0,2,1,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:35,대림3동
영등포구,11560000115,리틀팰리스 어린이집,민간,폐지,7413,서울특별시 영등포구 도림로41길 20-1,02-849-3026,02-843-5002,,13,247,1,13,0,87,0,37.4957428,126.8977401,미운영,1996/04/29,,,2020/04/24,2022/10/26,일반,0,1,3,1,0,0,5,1,0,11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:35,대림3동
영등포구,11560000085,해태어린이집,국공립,정상,7411,서울특별시 영등포구 가마산로 316 (대림동),02-832-4071,02-832-4047,,7,545,2,20,28,165,119,37.49802059,126.8948432,미운영,1991/03/27,,,,2022/10/26,"장애아통합,야간연장",1,2,4,2,2,2,0,0,3,16,3,10,26,26,30,20,0,0,4,119,64,14,9,14,0,true,22,0,거짓,1,0,1,2,0,29,2022/10/26 22:04:36,대림3동
영등포구,11560000027,대림3동어린이집,국공립,폐지,7415,서울특별시 영등포구 도림로31길 14-1,02-844-0050,02-848-1059,,4,293,1,7,0,64,0,37.4936606,126.8955328,미운영,1989/06/02,,,2018/02/28,2022/10/26,야간연장,0,2,2,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:35,대림3동
영등포구,11560000452,이화어린이집,국공립,정상,7365,서울특별시 영등포구 도신로29길 28 대우푸르지오 2단지내,02-847-2243,,,4,72,0,5,9,27,27,37.5117544634,126.9023250258,미운영,2018/01/18,,,,2022/10/26,야간연장,0,2,2,0,0,0,1,0,0,5,0,9,13,0,0,0,5,0,0,27,43,29,29,0,0,true,7,0,거짓,0,0,0,1,0,9,2022/10/26 22:04:36,영등포본동
영등포구,11560000453,드림타운어린이집,국공립,정상,7365,서울특별시 영등포구 도신로29길 28 대우푸르지오 1단지,02-6746-1004,,,3,72,0,4,9,27,27,37.5117544634,126.9023250258,미운영,2018/01/18,,,,2022/10/26,야간연장,0,3,2,0,0,0,0,0,0,5,0,14,13,0,0,0,0,0,0,27,71,0,14,14,0,true,7,0,거짓,0,0,0,1,0,9,2022/10/26 22:04:35,영등포본동
영등포구,11560000371,꿈동산어린이집,민간,정상,7310,서울특별시 영등포구 신길로62가길 1-2,02-833-3559,02-841-9146,,3,90,0,4,4,21,10,37.5144750230186,126.915417341566,미운영,2012/06/20,,,,2022/10/26,일반,2,2,2,0,0,0,3,0,0,9,6,4,0,0,0,0,0,0,0,10,25,0,0,50,25,true,3,0,거짓,0,0,0,0,0,4,2022/10/26 22:04:35,영등포본동
영등포구,11560000368,행복한어린이집,가정,정상,7365,서울특별시 영등포구 도신로29길 28 영등포푸르지오 112동 104호,02-6326-7127,,,3,65,0,4,6,20,20,37.511906377197,126.902865455935,미운영,2012/05/30,,,,2022/10/26,야간연장,2,0,1,0,0,0,2,0,0,5,6,0,7,0,0,0,7,0,0,20,0,40,40,20,0,true,4,0,거짓,0,0,0,0,0,6,2022/10/26 22:04:36,영등포본동
영등포구,11560000344,대우프뢰벨어린이집,가정,폐지,7365,"서울특별시 영등포구 도신로29길 28 203동 101호(영등포동, 영등포푸르지오2단지아파트)",070-8713-7000,02-833-7474,,3,91,0,4,0,20,0,37.51041002,126.9045305,미운영,2011/03/23,,,2019/04/10,2022/10/26,일반,1,2,1,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:35,영등포본동
영등포구,11560000253,영일우리어린이집,민간,폐지,7366,서울특별시 영등포구 영신로9나길 8 (영등포본동),02-835-1232,02-835-1272,http://cafe.daum.net/8351272,3,93,0,8,0,34,0,37.51311767,126.9067702,미운영,2007/10/19,,,2022/03/28,2022/10/26,일반,0,2,3,2,1,0,5,2,0,15,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:36,영등포본동
영등포구,11560000220,아가세상어린이집,가정,정상,7365,"서울특별시 영등포구 도신로29길 28 214동 101호(영등포동, 영등포푸르지오2단지아파트)",02-843-2282,0504-292-9796,,3,60,7,4,6,20,18,37.51181664,126.9036672,미운영,2006/11/03,,,,2022/10/26,일반,3,1,1,1,0,0,4,0,0,10,3,0,7,0,0,0,8,0,0,18,60,20,20,0,0,true,4,0,거짓,0,0,0,0,0,6,2022/10/26 22:04:35,영등포본동
영등포구,11560000125,새예닮어린이집,민간,정상,7311,서울특별시 영등포구 신길로60마길 10 (신길동),02-847-3751,,,9,298,1,10,10,99,65,37.51381581,126.9132946,미운영,2003/11/25,,,,2022/10/26,일반,0,2,3,1,1,1,0,3,0,11,0,5,12,15,0,20,0,13,0,65,43,14,14,14,14,true,7,0,거짓,0,0,0,1,0,10,2022/10/26 22:04:35,영등포본동
영등포구,11560000190,크는나무어린이집,민간,폐지,7310,서울특별시 영등포구 신길로62길 1 1층 (영등포동),02-833-5554,02-833-5554,,5,74,0,0,0,27,0,37.51582793,126.9127179,미운영,2003/06/17,,,2014/10/20,2022/10/26,일반,1,1,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:36,영등포본동
영등포구,11560000122,드림타운어린이집,민간,폐지,7365,서울특별시 영등포구 도신로29길 28 대우아파트 1단지내 (영등포동),02-6746-1004,02-831-1411,,3,62,6,4,0,27,0,37.51041002,126.9045305,미운영,2003/01/20,,,2018/02/28,2022/10/26,일반,0,1,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:35,영등포본동
영등포구,11560000083,웰라이어린이집,가정,정상,7309,"서울특별시 영등포구 영등포로62길 42 101동 104호(영등포동, 순영웰라이빌)",02-842-3412,02-843-3412,dream2131@yahoo.co.kr,3,64,1,4,6,20,15,37.51654357,126.9132313,미운영,2002/09/02,,,,2022/10/26,일반,2,1,1,0,0,0,1,0,0,5,6,4,0,0,0,0,5,0,0,15,80,0,20,0,0,true,4,0,거짓,0,0,0,0,0,6,2022/10/26 22:04:36,영등포본동
영등포구,11560000072,동화나라어린이집,가정,정상,7365,"서울특별시 영등포구 도신로29길 28 205동 104호(영등포동, 영등포푸르지오2단지아파트)",02-6677-6363,02-6677-6363,키즈노트,3,87,6,5,9,20,20,37.51181664,126.9036672,미운영,2002/08/19,,,,2022/10/26,일반,2,1,1,0,0,0,2,0,0,6,6,5,0,0,0,0,9,0,0,20,50,25,13,0,13,true,7,0,거짓,0,0,0,0,0,9,2022/10/26 22:04:35,영등포본동
영등포구,11560000182,대우이화어린이집,민간,폐지,7365,서울특별시 영등포구 도신로29길 28 2단지내 대우이화어린이집 (영등포동),02-847-2243,02-847-2243,,4,66,6,4,0,29,0,37.51041002,126.9045305,미운영,2002/07/08,,,2018/02/28,2022/10/26,일반,0,1,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:35,영등포본동
영등포구,11560000052,예꼬어린이집,가정,정상,7365,"서울특별시 영등포구 도신로29길 28 202동 101호(영등포동, 영등포푸르지오2단지아파트)",02-844-5994,02-844-5994,,3,64,0,4,6,20,20,37.51181664,126.9036672,미운영,2002/07/02,,,,2022/10/26,일반,3,3,2,0,0,0,3,0,0,11,3,5,12,0,0,0,0,0,0,20,20,20,0,20,40,true,4,0,거짓,0,0,0,0,0,6,2022/10/26 22:04:36,영등포본동
영등포구,11560000053,아이세상어린이집,가정,정상,7365,"서울특별시 영등포구 도신로29길 28 215동 104호(영등포동, 영등포푸르지오2단지아파트)",02-833-2285,02-833-2285,kidsworld.mypepe.com,4,56,0,4,6,20,18,37.51181664,126.9036672,미운영,2002/06/10,,,,2022/10/26,일반,2,1,1,0,0,0,0,0,0,4,6,5,7,0,0,0,0,0,0,18,60,20,0,20,0,true,4,0,거짓,0,0,0,0,0,6,2022/10/26 22:04:35,영등포본동
영등포구,11560000108,푸른어린이집,국공립,정상,7310,서울특별시 영등포구 신길로62나길 3-1,02-835-0835,02-835-0836,,4,101,1,8,12,30,30,37.51321793,126.9167725,미운영,1999/01/28,,,,2022/10/26,야간연장,2,2,2,0,0,0,0,0,0,6,6,10,14,0,0,0,0,0,0,30,50,0,20,20,10,true,10,0,거짓,0,0,0,1,0,12,2022/10/26 22:04:36,영등포본동
영등포구,11560000010,파랑어린이집,가정,폐지,7365,"서울특별시 영등포구 도신로29길 28 103동 104호(영등포동, 영등포푸르지오1단지아파트)",02-849-7893,02-849-7893,,3,54,0,5,0,19,0,37.51181664,126.9036672,미운영,1997/10/08,,,2022/02/28,2022/10/26,일반,4,3,1,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:36,영등포본동
영등포구,11560000018,어깨동무어린이집,국공립,정상,7366,서울특별시 영등포구 영신로13길 8 (영등포동),02-833-7326,02-834-7327,,5,263,1,12,12,79,57,37.51360246,126.9074553,미운영,1994/07/08,,,,2022/10/26,"장애아통합,야간연장",0,2,2,1,1,1,0,0,1,8,0,7,13,11,12,14,0,0,0,57,44,22,11,11,11,true,9,0,거짓,0,0,0,1,0,12,2022/10/26 22:04:36,영등포본동
영등포구,11560000498,삼환어린이집,국공립,정상,7227,서울특별시 영등포구 영중로 145 영등포삼환아파트 104동 101호,02-2679-5967,,,3,60,0,4,7,20,18,37.5296530380342,126.904723897291,미운영,2022/10/01,,,,2022/10/26,일반,2,1,2,0,0,0,0,0,0,5,6,4,8,0,0,0,0,0,0,18,100,0,0,0,0,true,5,0,거짓,0,0,0,1,0,7,2022/10/26 22:04:35,영등포동
영등포구,11560000454,푸르지오어린이집,국공립,정상,7226,서울특별시 영등포구 영등포동8가 영중로 154 당산푸르지오아파트 관리동,02-2677-3927,02-2677-3927,,5,103,0,8,10,39,30,37.5311867152,126.9060648785,미운영,2018/01/18,,,,2022/10/26,야간연장,0,3,2,0,0,0,1,0,0,6,0,15,10,0,0,0,5,0,0,30,71,14,14,0,0,true,7,0,거짓,0,0,0,1,0,10,2022/10/26 22:04:36,영등포동
영등포구,11560000448,아크로타워어린이집,국공립,정상,7247,서울특별시 영등포구 영등포동7가 국회대로54길 11 아크로타워스퀘어아파트 관리동어린이집,02-2677-9207,,,5,276,1,8,13,74,61,37.5243334406,126.9080282944,미운영,2017/09/12,,,,2022/10/26,야간연장,0,1,4,1,0,0,0,1,0,7,0,5,28,14,0,0,0,14,0,61,80,0,10,10,0,true,10,0,거짓,0,0,0,1,0,13,2022/10/26 22:04:36,영등포동
영등포구,11560000375,삼환어린이집,가정,폐지,7227,서울특별시 영등포구 영중로 145 삼환아파트 104동 101호,02-2679-5967,,,3,60,0,4,0,20,0,37.5292572629889,126.904458147494,미운영,2012/09/12,,,2022/09/30,2022/10/26,일반,2,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:35,영등포동
영등포구,11560000162,영성어린이집,민간,정상,7228,서울특별시 영등포구 영중로33길 9 비동(영등포성결교회내) (영등포동8가),02-2676-4276,02-2672-4278,http://cafe.naver.com/ys4276,4,70,0,8,8,26,23,37.52608417,126.9044009,미운영,2005/01/28,,,,2022/10/26,일반,2,2,1,0,0,0,0,0,0,5,6,10,7,0,0,0,0,0,0,23,33,17,17,17,17,true,6,0,거짓,0,0,0,1,0,8,2022/10/26 22:04:36,영등포동
영등포구,11560000245,영등포사임당어린이집,민간,정상,7244,서울특별시 영등포구 양산로 177 경남아너스빌아파트 관리동 (영등포동7가),02-2676-0579,,,5,86,1,5,9,30,25,37.52387114,126.9026458,미운영,2005/01/28,,,,2022/10/26,일반,2,1,1,0,0,0,3,0,0,7,6,5,6,0,0,0,8,0,0,25,86,0,0,0,14,true,7,0,거짓,0,0,0,0,0,9,2022/10/26 22:04:36,영등포동
영등포구,11560000141,서울노총홍익어린이집,민간,폐지,7244,서울특별시 영등포구 영등포동7가 국회대로44길 10 서울노총복지회관 1층 서울노총홍익어린이집,02-2068-5889,02-2068-5889,cafe.daum.net/snochongik,8,300,3,13,0,113,70,37.5248992628271,126.90350251352,운영,2004/07/01,,,2021/03/08,2022/10/26,일반,4,4,6,3,0,1,7,3,0,28,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:35,영등포동
영등포구,11560000024,영등포성결교회방과후교실,법인?단체등,폐지,7228,서울특별시 영등포구 영중로33길 9 (영등포동8가),02-2633-1552,02-2633-1552,http://cafe.naver.com/ysafterschool,2,251,1,0,0,39,0,37.52608417,126.9044009,운영,1998/06/29,,,2012/08/31,2022/10/26,방과후 전담,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:36,영등포동
영등포구,11560000013,푸르지오어린이집,민간,폐지,7226,서울특별시 영등포구 영중로 154 푸르지오아파트 내푸르지오어린이집 (영등포동8가),02-2677-3927,02-2677-3927,,5,113,0,7,0,39,0,37.53007564,126.9063326,미운영,1998/02/10,,,2018/02/28,2022/10/26,일반,0,3,3,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:36,영등포동
영등포구,11560000100,하나유아스쿨어린이집,민간,폐지,7245,서울특별시 영등포구 영중로29길 8 (영등포동7가),02-2631-5662,02-2631-5663,,4,118,1,8,0,49,0,37.52522304,126.9044293,운영,1997/05/02,,,2019/05/21,2022/10/26,일반,1,2,1,0,0,0,5,1,0,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:36,영등포동
영등포구,11560000131,한남어린이집,국공립,정상,7251,서울특별시 영등포구 양산로 182 (영등포동6가),02-2679-9516,02-2679-9516,club.cyworld.com/hannamkidslove,4,111,1,5,11,42,32,37.52283796,126.9032605,미운영,1997/03/06,,,,2022/10/26,야간연장,0,2,1,0,0,0,1,1,0,5,0,10,6,0,0,0,5,11,0,32,13,0,13,50,25,true,8,0,거짓,0,0,0,1,0,11,2022/10/26 22:04:36,영등포동
영등포구,11560000224,영이어린이집,국공립,정상,7303,서울특별시 영등포구 영중로4길 31 (영등포동3가),02-2631-0283,02-2631-0117,,4,187,1,5,11,52,23,37.51800237,126.9096163,미운영,1996/12/05,,,,2022/10/26,"장애아통합,방과후 통합,야간연장,휴일보육,24시간",0,0,1,0,0,0,1,1,1,4,0,0,6,0,0,0,3,11,3,23,44,0,0,0,56,true,9,0,거짓,0,0,0,1,0,11,2022/10/26 22:04:36,영등포동
영등포구,11560000095,고운색동어린이집,민간,정상,150900,서울특별시 영등포구 영등포동7가 영중로27길 8 (영등포동),02-2634-8760,02-2676-5158,http://gusd.0363.net,7,210,1,7,10,49,17,37.52488463,126.9063179,운영,1996/04/02,,,,2022/10/26,일반,8,4,3,0,0,0,1,2,0,18,9,4,0,0,0,0,4,0,0,17,57,0,43,0,0,true,7,0,거짓,0,0,0,1,1,10,2022/10/26 22:04:35,영등포동
영등포구,11560000035,영등포교회어린이집,사회복지법인,폐지,150037,서울특별시 영등포구 양산로41길 3 (영등포동7가),02-2632-1931,02-2632-1946,,5,93,1,0,0,46,0,37.52286257,126.9071789,미운영,1991/10/25,,,2014/02/28,2022/10/26,야간연장,0,1,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:04:36,영등포동
영등포구,11560000016,영삼어린이집,국공립,정상,7251,서울특별시 영등포구 영등포로35길 13 (영등포동6가),02-2634-7859,02-2631-3834,http://03song.ukid.kr,4,197,1,9,13,45,43,37.52132627,126.9041616,미운영,1988/03/02,,,,2022/10/26,"장애아통합,야간연장",1,2,2,0,0,0,0,1,1,7,3,10,13,0,0,0,0,14,3,43,60,10,0,10,20,true,10,0,거짓,0,0,0,1,0,13,2022/10/26 22:04:36,영등포동
영등포구,11560000434,가람어린이집,국공립,정상,7374,"서울특별시 영등포구 도림로 365 101동 101호(도림동, 동아에코빌)",02-6203-2335,02-6203-2335,,3,57,0,4,9,20,20,37.508889798,126.89867327,미운영,2017/03/01,,,,2022/10/26,야간연장,0,2,1,0,0,0,2,0,0,5,0,9,6,0,0,0,5,0,0,20,29,14,29,29,0,true,6,0,거짓,0,0,0,1,0,9,2022/10/26 22:04:35,도림동
영등포구,11560000407,아트자이어린이집,민간,정상,7364,서울특별시 영등포구 도영로 66 아트자이아파트 단지내 복리시설,02-835-9751,02-835-9741,,6,281,1,9,17,56,52,37.5103939541644,126.90017779874,미운영,2015/05/15,,,,2022/10/26,일반,2,5,6,1,0,0,1,0,0,15,6,20,21,0,0,0,5,0,0,52,29,36,14,7,14,true,14,0,거짓,0,0,0,1,0,17,2022/10/26 22:04:36,도림동
영등포구,11560000358,쌍용어린이집,민간,정상,7372,서울특별시 영등포구 도영로7길 15 (도림동),02-3289-7771,070-8224-9008,,7,115,0,10,7,43,10,37.5092642839281,126.894173602275,운영,2012/04/06,,,,2022/10/26,야간연장,2,0,2,0,0,0,6,1,0,11,0,0,0,0,0,0,7,3,0,10,25,25,0,50,0,true,4,0,거짓,0,0,0,0,1,7,2022/10/26 22:04:35,도림동
영등포구,11560000342,라온누리어린이집,가정,정상,7374,"서울특별시 영등포구 도림로 365 103동 101호(도림동, 동아에코빌)",02-6080-9842,070-8731-3799,,3,97,0,4,3,20,8,37.50920049,126.8986813,미운영,2011/02/01,,,,2022/10/26,야간연장,1,2,1,0,0,0,4,0,0,8,0,0,0,0,0,0,8,0,0,8,50,0,0,50,0,true,1,0,거짓,0,0,0,0,0,3,2022/10/26 22:04:35,도림동
